ValdezD_18R_Governor,WhiteD_18R_Governor,X18R_Governor_abstain,BCVAP_2018,HCVAP_2018,WCVAP_2018,OCVAP_2018,X18R_Governor_CVAP
6,0,646,0,26,569,57,0
0,0,16,2,2,11,1,0
5,2,676,60,54,474,95,0
10,5,1965,16,102,1532,330,0
5,9,1501,85,55,1005,370,0
45,19,5859,1904,609,2683,727,0
31,17,6729,2628,907,2850,392,0
53,27,6960,2368,1219,2561,892,0
19,11,2258,299,781,1060,148,0
39,41,4080,576,688,2003,893,0
48,25,4046,298,484,2730,607,0
37,15,3363,292,436,2165,522,0
17,5,4528,731,408,1467,1944,0
23,29,3878,479,665,2133,653,0
29,22,2981,207,566,1799,460,0
43,48,4855,508,877,3039,522,0
28,29,4035,463,1126,2114,389,0
11,7,1991,281,141,1262,325,0
19,20,2012,70,186,1622,173,0
18,19,2644,192,215,1793,481,0
26,24,3663,306,284,2306,817,0
26,21,5244,902,765,2695,929,0
23,34,5253,513,322,3137,1338,0
13,3,3739,351,528,2712,164,0
0,0,8,1,1,5,1,0
7,10,1978,70,105,1480,340,0
10,16,3136,126,242,2442,352,0
20,22,4991,794,1002,3039,198,0
18,15,3337,183,535,2431,221,0
26,9,4509,609,757,3001,177,0
9,11,2730,122,546,1995,87,0
12,14,2644,190,353,2059,68,0
26,8,4478,531,494,3082,405,0
16,8,3576,304,599,2392,305,0
34,12,6072,1212,936,3633,337,0
15,13,2357,442,366,1416,161,0
25,16,7512,1401,1321,4368,463,0
16,13,4376,1044,416,2595,350,0
4,6,1512,340,313,846,23,0
4,4,1498,259,233,955,59,0
0,0,38,7,6,24,1,0
14,4,4207,762,492,1999,972,0
8,6,922,96,71,571,198,0
14,8,2700,163,374,1939,246,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
47,21,5588,169,880,4430,177,0
28,18,3058,122,236,2590,156,0
25,33,4077,114,221,3561,239,0
15,20,2659,223,241,1989,241,0
25,20,3247,29,271,2941,51,0
17,24,1850,13,134,1688,56,0
26,23,3596,369,459,2438,379,0
37,22,4603,655,558,2693,756,0
28,26,3526,210,520,2620,230,0
16,22,3151,70,521,2258,340,0
42,27,6122,475,1635,3514,567,0
35,35,6209,845,1812,3192,430,0
15,7,1912,209,281,1275,169,0
11,13,2531,222,416,1609,308,0
21,12,2187,238,283,1482,217,0
19,16,2542,451,477,1321,328,0
17,5,2864,466,641,1384,395,0
0,0,0,0,0,0,0,0
30,17,6781,1789,1761,2763,515,0
8,3,1979,265,786,890,49,0
28,18,6648,1386,709,3987,612,0
2,1,535,14,373,115,36,0
30,21,6128,846,1227,3513,593,0
0,0,75,14,11,48,2,0
2,0,413,40,55,130,190,0
25,5,3050,175,210,2205,490,0
18,11,3283,193,228,2546,345,0
16,11,2586,241,329,1915,128,0
31,32,4607,90,405,3795,380,0
20,27,4043,110,185,3405,390,0
23,13,3128,140,340,2565,119,0
23,21,3186,375,435,2280,140,0
15,12,3216,225,225,2170,623,0
9,6,2559,545,450,1295,284,0
5,13,2492,90,135,2180,105,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22,22,4591,35,572,3823,205,0
6,7,2010,3,241,1769,10,0
11,6,4192,61,217,3785,146,0
65,99,3047,65,85,2974,87,0
20,13,3500,730,878,1739,186,0
79,59,2830,155,281,2432,100,0
100,54,2471,70,430,2065,60,0
90,70,2814,105,317,2458,94,0
77,44,1706,132,236,1311,148,0
69,33,5768,713,1898,3001,258,0
35,29,2356,340,265,1725,90,0
102,56,7892,2157,1498,3983,412,0
19,13,2500,176,552,1648,156,0
6,4,350,30,11,302,17,0
6,7,3187,590,480,2010,120,0
4,1,1460,110,215,1120,20,0
0,0,7,0,1,6,0,0
7,15,4107,62,251,3754,62,0
5,11,2329,69,192,2001,83,0
4,4,224,6,11,202,13,0
9,8,972,22,35,874,58,0
9,5,2215,35,222,1915,57,0
17,14,2286,65,149,1998,105,0
18,16,2763,138,145,2308,206,0
0,0,0,0,0,0,0,0
15,29,2976,85,265,2505,165,0
15,22,3247,72,243,2492,477,0
4,9,1657,0,165,1225,280,0
22,4,3747,84,139,2882,668,0
17,19,4391,92,360,3844,131,0
5,0,194,5,18,171,5,0
9,3,597,25,13,571,0,0
27,30,3519,75,157,3314,30,0
13,27,3437,65,155,2995,262,0
15,15,3551,135,502,2767,177,0
12,9,3937,310,762,2726,160,0
12,22,2248,110,246,1812,114,0
8,18,2955,28,132,2717,104,0
63,28,2328,357,421,1433,208,0
6,1,401,2,70,328,8,0
21,7,3210,392,503,2066,277,0
56,30,1570,15,315,1312,14,0
21,6,2447,172,540,1610,152,0
0,0,56,0,10,45,1,0
11,16,2697,62,189,2269,204,0
15,17,2694,39,140,2530,17,0
29,9,6445,804,1506,3659,514,0
14,18,1989,67,170,1641,143,0
0,0,6,0,0,5,1,0
0,0,30,0,2,25,3,0
0,0,4,0,0,4,0,0
11,15,2358,116,440,1668,160,0
20,14,2252,159,211,1763,153,0
9,6,2803,15,335,2399,69,0
2,8,3291,421,1324,1543,13,0
6,8,1850,579,774,501,10,0
3,2,576,47,204,328,2,0
3,8,1357,51,286,1019,12,0
2,3,1129,72,387,675,0,0
2,6,1462,42,448,975,5,0
0,4,1345,72,290,986,1,0
1,1,389,7,89,285,10,0
2,15,2413,194,427,1809,0,0
2,5,1212,14,91,1114,0,0
0,0,123,1,15,107,0,0
0,0,129,1,16,112,0,0
1,1,463,26,178,259,2,0
0,0,68,3,14,49,2,0
0,0,318,14,79,221,4,0
0,0,14,1,4,9,0,0
0,1,238,1,29,208,1,0
2,3,274,11,60,205,3,0
300,158,1353,1,1485,265,60,0
366,139,1237,1,1561,128,52,0
143,32,550,0,648,60,17,0
10,7,134,0,134,13,4,0
270,59,477,4,738,58,6,0
193,59,1017,1,1033,167,68,0
130,47,391,1,415,73,79,0
2,4,401,21,32,339,15,0
0,0,337,8,20,305,4,0
0,0,750,45,62,611,32,0
0,0,229,9,19,196,5,0
0,0,367,0,35,325,7,0
0,0,572,42,46,469,15,0
80,14,1528,25,1538,59,0,0
41,14,1472,0,1489,38,0,0
42,4,514,0,548,12,0,0
13,6,335,0,343,11,0,0
6,1,416,42,325,56,0,0
8,1,224,0,225,7,1,0
3,0,118,1,91,29,0,0
530,147,1094,10,1310,451,0,0
39,9,1446,78,1317,99,0,0
6,14,3224,69,474,2591,110,0
2,4,484,0,36,454,0,0
8,14,2427,169,226,2026,28,0
0,0,365,0,35,319,11,0
0,1,844,0,78,751,16,0
0,0,282,0,28,252,2,0
2,11,2283,106,154,2031,5,0
5,11,3611,205,426,2943,53,0
4,4,558,0,177,388,1,0
8,9,5664,179,3785,1692,25,0
6,3,4096,70,2733,1271,31,0
5,1,2247,0,1449,791,13,0
0,0,579,126,370,83,0,0
4,2,2006,275,748,960,29,0
2,1,1642,101,440,1073,31,0
9,6,3119,40,1240,1834,20,0
0,0,217,4,86,126,1,0
10,12,4658,10,2305,2165,200,0
2,1,1131,209,482,417,26,0
14,20,6084,166,1648,3965,339,0
4,12,3318,74,964,2257,39,0
5,11,3528,140,900,2455,49,0
3,2,1822,0,691,1125,11,0
3,5,2608,130,876,1556,54,0
0,1,378,47,108,212,12,0
0,0,1605,100,335,1142,28,0
11,9,6262,349,2539,3199,195,0
1,3,2163,76,844,1211,36,0
14,10,3351,25,2210,1045,95,0
4,3,1334,16,738,558,29,0
6,5,3261,113,1748,1240,171,0
6,1,975,63,507,389,23,0
4,1,1134,23,834,280,2,0
3,4,2324,280,1230,758,63,0
9,9,3758,145,2105,1367,159,0
1,2,1489,0,840,643,9,0
5,1,1726,0,512,1205,15,0
1,3,1359,35,770,507,51,0
5,11,1675,0,673,1004,14,0
5,4,1779,41,1018,708,21,0
19,16,3268,746,1988,538,31,0
31,14,4003,513,3348,181,6,0
9,1,1659,11,1205,447,6,0
9,1,1582,194,1272,117,9,0
18,7,4870,198,3550,1103,44,0
2,1,1887,0,998,833,59,0
5,2,987,10,731,248,5,0
9,6,1201,59,885,271,1,0
4,1,1507,19,1035,457,1,0
1,1,423,0,267,155,3,0
2,2,386,0,154,236,0,0
1,1,420,0,234,186,2,0
0,0,451,0,275,173,3,0
28,18,3032,276,324,2243,235,0
34,22,5069,317,514,4118,176,0
31,22,4315,262,569,3460,77,0
22,12,3303,94,309,2823,111,0
29,19,3400,93,252,3029,74,0
24,16,2993,69,138,2756,70,0
43,25,3087,300,212,2491,152,0
19,17,2977,156,304,2521,32,0
27,18,1949,332,165,1492,5,0
66,35,4181,736,1012,2473,61,0
16,8,1413,78,124,1205,30,0
27,7,2248,56,577,1605,44,0
34,15,2135,1155,300,726,3,0
33,20,1966,309,455,1222,33,0
35,12,1766,240,537,1009,27,0
18,14,2339,100,569,1595,107,0
30,15,3679,196,671,2726,131,0
33,28,3589,355,522,2758,15,0
23,10,1482,126,397,945,47,0
3,2,826,26,205,597,3,0
29,14,2210,173,537,1471,72,0
17,12,1400,132,229,1031,37,0
22,11,1465,1004,410,83,1,0
27,11,2293,590,937,761,43,0
52,20,4265,215,963,3089,70,0
16,9,1535,57,351,1115,37,0
8,7,638,114,162,359,18,0
1,1,258,56,122,82,0,0
9,0,937,51,198,646,51,0
2,2,725,117,76,503,33,0
18,15,1979,265,297,1416,34,0
5,3,618,25,135,440,26,0
6,3,675,6,144,498,36,0
8,5,860,14,220,599,40,0
27,10,3654,153,480,3051,7,0
7,2,453,5,7,450,0,0
14,11,1132,5,207,927,18,0
13,6,2012,83,413,1452,83,0
12,13,1206,90,151,942,48,0
42,37,4616,424,637,3491,143,0
28,15,1796,118,200,1494,27,0
25,8,2279,105,659,1514,34,0
34,9,2834,134,440,2280,23,0
49,17,1411,406,295,764,12,0
78,28,4150,1007,682,2462,105,0
41,11,3002,237,570,2148,99,0
45,27,4323,442,1066,2694,193,0
38,10,3021,409,1095,1507,58,0
21,7,1401,4,418,988,19,0
22,10,3519,139,2635,623,154,0
36,17,2855,25,2760,123,0,0
48,25,2568,1,2256,384,0,0
35,28,2002,16,1606,443,0,0
111,87,6592,98,5374,1306,12,0
49,60,1497,16,850,737,3,0
101,69,2750,25,1825,956,114,0
88,107,2257,0,1061,1215,176,0
77,61,3092,0,1866,1213,151,0
73,37,4179,10,3894,361,24,0
105,88,5226,210,3622,1291,296,0
33,26,676,46,423,245,21,0
71,51,2960,39,2042,810,191,0
63,61,4677,223,2860,1547,171,0
83,72,1663,35,1125,599,59,0
100,71,3090,7,2627,543,84,0
42,51,1461,22,1132,347,53,0
91,97,2802,63,1656,1182,89,0
100,87,4814,15,3472,1242,272,0
40,37,876,1,635,312,5,0
78,101,1694,14,989,799,71,0
72,76,3133,148,1795,1141,197,0
38,78,1245,7,674,661,19,0
99,113,3038,31,1893,1217,109,0
82,53,3123,146,2058,892,162,0
72,67,1246,36,797,451,101,0
88,65,1792,34,1253,554,104,0
48,31,431,0,465,40,5,0
58,50,3133,70,2390,729,52,0
9,2,153,0,134,27,3,0
25,13,1705,59,1200,355,129,0
86,65,1642,0,1317,439,37,0
109,107,1535,0,1239,499,13,0
16,7,1239,30,929,289,14,0
134,110,1991,198,1278,682,77,0
67,64,2515,79,2105,410,52,0
66,12,2683,102,2453,169,37,0
87,34,2801,50,2469,344,59,0
28,7,927,45,760,121,36,0
31,31,1174,26,1002,172,36,0
37,13,1250,18,1111,171,0,0
47,18,2154,30,2144,45,0,0
47,46,1886,315,860,675,129,0
88,69,6293,875,2990,2255,330,0
71,68,5304,751,3119,1485,88,0
28,29,1590,302,928,362,55,0
66,70,2356,150,1270,844,228,0
38,31,1930,95,1399,478,27,0
24,21,2087,284,1134,606,108,0
73,43,6186,612,3856,1639,195,0
39,56,2571,175,1400,1022,69,0
51,31,2599,160,1800,651,70,0
66,54,3671,622,2553,549,67,0
29,29,3146,244,2099,706,155,0
76,61,2638,315,1621,744,95,0
55,57,2309,52,1536,766,67,0
46,31,2105,250,1418,480,34,0
31,35,2049,245,1365,470,35,0
69,48,3245,212,2491,565,94,0
86,82,2469,391,1176,914,156,0
58,43,1474,69,1010,415,81,0
15,6,2210,132,1682,360,57,0
60,27,3348,165,2600,650,20,0
79,39,2622,50,2400,170,120,0
3,2,2772,590,610,1455,122,0
67,57,2716,249,2390,160,41,0
86,55,3548,122,3189,338,40,0
21,22,1928,302,1182,377,110,0
189,117,4863,256,3933,835,145,0
170,85,2136,0,2081,262,48,0
110,74,1807,3,1753,235,0,0
48,17,1610,33,1512,109,21,0
72,24,910,62,837,62,45,0
72,38,2571,105,2423,138,15,0
110,71,1362,7,1178,348,10,0
60,43,1232,23,1233,79,0,0
120,46,3102,36,2746,454,32,0
56,32,932,0,990,30,0,0
20,13,704,0,734,3,0,0
62,28,1328,0,1383,31,4,0
7,3,277,0,287,0,0,0
95,32,2463,43,2304,234,9,0
67,29,1111,0,1161,46,0,0
109,46,2246,0,2383,14,4,0
81,35,1936,4,1984,64,0,0
2,2,940,173,239,422,110,0
4,2,3329,515,1204,1277,339,0
0,2,5976,1005,1520,2890,563,0
139,83,3495,193,2756,714,54,0
144,101,1532,30,1225,476,46,0
81,52,702,0,568,226,41,0
192,159,3106,125,2333,916,83,0
67,54,1537,79,1379,178,22,0
106,97,3018,79,2637,505,0,0
117,89,2548,48,1882,750,74,0
144,139,3177,20,2350,1025,65,0
80,51,2296,106,1784,478,59,0
117,86,1708,26,1443,392,50,0
35,25,2209,90,1765,380,34,0
88,63,3528,79,2975,625,0,0
131,83,2211,20,2095,300,10,0
93,66,3391,30,3025,485,10,0
101,72,1957,128,1581,386,35,0
123,94,3013,117,2469,644,0,0
113,51,2464,40,2030,510,48,0
96,56,3583,12,3265,451,7,0
101,49,1798,55,1561,293,39,0
95,84,1590,121,859,730,59,0
60,49,2127,39,1996,200,1,0
145,81,3329,305,2840,295,115,0
35,17,2678,55,2390,265,20,0
54,21,4825,250,4505,145,0,0
56,26,2878,225,2375,310,50,0
71,30,4949,170,4410,345,125,0
71,43,7020,522,5351,966,295,0
113,46,8405,440,7402,574,148,0
119,44,3109,28,2679,522,43,0
66,36,2346,44,1900,460,44,0
78,47,3261,64,2924,367,31,0
84,42,3253,145,2790,280,164,0
56,37,2111,74,1849,256,25,0
109,50,3925,146,3391,364,183,0
81,40,3803,10,3370,540,4,0
53,19,3587,20,3305,260,74,0
80,53,5934,108,5392,506,61,0
135,66,4669,137,4185,500,48,0
8,1,716,91,496,120,18,0
88,30,10190,434,8052,1531,291,0
49,15,238,13,243,39,7,0
72,36,5917,512,5222,277,14,0
19,10,923,31,833,73,15,0
7,7,565,22,523,18,16,0
153,51,2427,91,2430,84,26,0
67,25,1628,0,1587,124,9,0
101,65,2488,105,2400,134,15,0
63,22,2133,0,2082,133,3,0
95,36,1818,139,1717,85,8,0
95,40,1928,53,1907,91,12,0
105,55,1860,0,1940,80,0,0
74,29,2308,1,2336,66,8,0
70,38,1415,24,1312,187,0,0
60,30,1306,0,1352,43,1,0
133,55,2147,0,2301,34,0,0
135,58,2756,20,2806,115,8,0
73,34,3073,15,2999,140,26,0
56,12,1416,4,1432,47,1,0
67,30,1693,0,1686,104,0,0
100,45,2336,0,2359,121,1,0
118,42,2355,0,2108,358,49,0
90,31,2287,90,2196,71,51,0
72,25,2054,0,2099,52,0,0
46,17,2125,85,2063,40,0,0
101,49,2467,0,2537,80,0,0
78,23,2008,4,2045,60,0,0
35,16,860,15,855,41,0,0
95,38,3064,9,3034,78,76,0
57,26,2107,17,1971,115,87,0
190,115,7114,128,6329,924,38,0
22,7,2175,25,2158,21,0,0
90,25,2314,0,2309,120,0,0
25,9,1648,0,1570,111,1,0
61,29,3812,0,3745,157,0,0
63,25,2734,0,2732,90,0,0
105,43,2808,8,2844,89,15,0
105,19,3472,0,3411,45,140,0
54,22,3190,19,2718,500,29,0
71,11,4410,46,4167,244,35,0
60,17,4497,23,4021,483,47,0
96,42,6727,39,6490,298,38,0
101,53,2789,0,2674,256,13,0
112,38,5525,0,5623,17,35,0
139,58,2935,10,2892,219,11,0
56,19,859,0,891,43,0,0
0,0,24,0,22,2,0,0
8,12,266,5,218,51,12,0
33,43,1217,3,788,453,49,0
12,17,528,5,272,243,37,0
25,24,1351,55,1015,295,35,0
14,4,611,0,581,48,0,0
19,5,2367,0,2345,45,1,0
21,6,929,40,747,142,27,0
14,7,4162,617,2774,662,130,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23,36,427,14,245,181,46,0
21,30,699,49,480,176,45,0
0,0,0,0,0,0,0,0
2,3,148,25,58,60,10,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,7,2309,69,410,1814,32,0
3,4,713,30,118,549,23,0
10,6,1469,39,122,1299,25,0
8,5,1714,6,163,1539,19,0
5,2,1836,12,241,1586,4,0
4,9,1613,20,385,1136,85,0
2,8,1553,0,308,1254,1,0
1,3,443,0,106,336,5,0
6,3,1210,8,108,1075,28,0
4,1,570,0,152,420,3,0
3,0,847,0,57,788,5,0
4,1,1234,0,122,1095,22,0
7,3,2242,17,458,1755,22,0
13,5,2189,118,300,1736,53,0
7,6,1037,0,71,973,6,0
0,0,749,40,106,575,28,0
3,1,740,0,46,697,1,0
9,14,2290,0,198,2088,27,0
17,7,2727,203,284,2216,48,0
7,1,1446,3,219,1221,11,0
12,5,1571,3,80,1458,47,0
3,7,1133,490,241,404,8,0
0,3,852,95,193,565,2,0
4,11,888,193,271,422,17,0
2,3,519,50,10,460,4,0
3,7,953,561,133,261,8,0
11,19,1267,681,219,390,7,0
2,2,746,85,34,625,6,0
1,3,1558,505,309,723,25,0
2,1,504,54,19,424,10,0
2,1,1498,168,278,1048,7,0
6,6,1230,121,310,787,24,0
3,2,984,148,87,730,24,0
4,3,708,59,65,565,26,0
6,6,3974,820,579,2478,109,0
2,0,1316,10,48,1200,60,0
5,5,805,175,5,623,12,0
14,7,1705,142,127,1424,33,0
1,4,591,20,27,526,23,0
2,6,722,5,28,676,21,0
1,4,651,0,22,630,4,0
2,4,1031,58,70,859,50,0
6,12,2296,50,144,2052,68,0
10,8,2849,61,66,2686,54,0
4,3,1083,13,26,1012,39,0
6,9,816,26,2,780,23,0
0,5,1063,17,21,996,34,0
2,2,307,1,8,289,13,0
21,11,3984,307,201,3388,120,0
12,15,2207,161,158,1853,62,0
1,3,201,20,10,175,0,0
2,9,484,27,19,448,1,0
9,16,711,33,41,659,3,0
1,5,287,14,16,263,0,0
5,10,501,9,15,487,5,0
5,16,527,6,30,509,3,0
3,12,479,4,21,464,5,0
4,6,289,13,8,276,2,0
2,9,636,40,34,567,6,0
1,3,365,1,11,347,10,0
3,8,583,49,162,374,9,0
7,13,853,69,194,589,21,0
0,2,242,7,16,220,1,0
3,4,407,10,26,377,1,0
14,29,1788,117,474,1234,6,0
6,10,467,0,9,474,0,0
4,18,1281,47,317,937,2,0
10,60,2190,166,472,1579,43,0
5,10,1008,17,208,793,5,0
6,13,783,54,88,640,20,0
3,3,252,8,21,220,9,0
1,3,170,0,3,155,16,0
1,2,247,0,5,223,22,0
1,3,278,0,11,249,22,0
13,37,3029,329,386,2340,24,0
5,10,598,54,56,492,11,0
1,9,773,35,178,560,10,0
3,6,919,27,220,675,6,0
4,5,555,17,183,349,15,0
8,8,671,27,214,426,20,0
4,4,1150,12,451,670,25,0
0,0,110,0,21,88,1,0
4,0,1052,8,486,527,35,0
1,3,851,39,516,296,4,0
0,0,438,9,239,175,15,0
5,2,292,45,152,102,0,0
0,0,2,0,0,1,1,0
0,1,215,2,33,181,0,0
2,3,284,3,44,242,0,0
1,4,306,3,48,260,0,0
2,5,288,3,45,247,0,0
19,53,4372,677,1168,1890,709,0
15,24,821,483,232,145,0,0
21,41,3218,1586,981,549,164,0
8,27,4866,1004,1148,2409,340,0
7,7,914,79,403,446,0,0
19,46,4173,241,1287,2603,107,0
33,27,3945,294,2674,1000,37,0
19,50,3448,403,1605,1428,81,0
4,9,1665,114,720,800,44,0
3,12,2532,12,630,1852,53,0
2,6,727,1,152,566,16,0
6,7,1346,129,620,591,19,0
14,39,3800,370,1608,1742,133,0
23,31,3245,179,2119,919,82,0
25,25,3662,722,2325,598,67,0
13,17,2914,778,1450,689,27,0
0,2,805,89,372,327,19,0
1,17,933,276,203,414,58,0
19,48,3587,1420,470,775,989,0
0,2,520,2,140,366,14,0
1,0,67,0,52,16,0,0
15,17,1258,225,490,559,16,0
45,72,3937,770,1451,1600,233,0
99,177,5760,1198,911,2403,1524,0
31,41,3539,494,1216,1801,100,0
16,48,1931,105,260,1459,171,0
0,0,18,5,4,8,1,0
48,126,5117,1518,992,2436,345,0
18,55,5788,1255,1655,2846,105,0
14,29,1018,304,208,450,99,0
44,66,4670,3203,1256,138,183,0
57,122,4208,1244,702,2141,300,0
31,74,2692,253,244,2139,161,0
29,73,3853,493,431,2717,314,0
32,76,3020,1192,626,653,657,0
37,94,375,89,99,225,93,0
50,89,1878,362,420,1097,138,0
24,34,2596,2088,522,16,28,0
18,32,3218,484,1180,1415,189,0
45,107,3987,516,327,984,2312,0
32,125,2203,1789,376,99,96,0
25,115,3296,381,487,1924,644,0
28,67,2792,1594,1182,94,17,0
28,117,2641,1624,1029,43,90,0
8,51,964,208,332,466,17,0
27,67,4109,3425,586,157,35,0
5,37,899,726,74,128,13,0
5,24,1094,283,405,197,238,0
60,166,2710,2558,229,149,0,0
49,181,2000,2038,138,35,19,0
24,99,2273,1814,458,85,39,0
1,33,1231,1135,130,0,0,0
8,13,985,407,422,165,12,0
47,123,2553,1898,476,139,210,0
36,85,4395,1712,590,775,1439,0
59,127,2194,626,198,893,663,0
32,37,5818,2599,2024,598,666,0
12,24,2074,723,481,604,302,0
22,68,2516,2061,398,79,68,0
29,91,2468,1953,441,120,74,0
5,15,251,84,47,10,130,0
11,19,1558,820,372,224,172,0
20,44,3252,1537,816,594,369,0
13,63,1272,1126,154,68,0,0
7,27,649,130,171,363,19,0
9,28,590,163,98,313,53,0
5,23,533,69,304,168,20,0
3,8,599,87,212,273,38,0
19,49,4316,1409,598,1396,981,0
15,58,4144,1104,871,721,1521,0
17,34,2918,1146,937,489,397,0
18,42,4732,1726,1927,704,435,0
15,31,7432,2004,924,2563,1987,0
70,176,5412,2966,195,1312,1185,0
3,1,793,147,297,216,137,0
12,42,1504,674,294,512,78,0
35,140,1745,1616,139,77,88,0
14,41,1950,1496,458,38,13,0
4,14,339,275,28,48,6,0
5,4,871,177,146,260,297,0
1,12,181,20,40,72,62,0
0,2,62,23,7,11,23,0
21,112,2907,797,259,1083,901,0
34,60,2165,593,193,804,669,0
33,50,3383,320,494,2054,598,0
5,27,3466,346,462,2166,524,0
28,58,3000,206,358,2304,218,0
24,69,3001,118,238,2232,506,0
23,46,6690,566,1112,3673,1408,0
1,12,1545,52,97,1367,42,0
8,28,2922,734,659,881,684,0
65,73,6379,1275,995,3363,884,0
18,20,2732,181,647,1818,124,0
0,0,144,18,27,35,64,0
25,55,4177,430,526,2761,540,0
15,44,3203,78,471,2642,71,0
8,15,353,1,76,254,45,0
37,70,4779,1309,604,1674,1299,0
16,20,1237,126,168,789,190,0
23,44,2900,630,710,811,816,0
32,61,3959,356,731,2852,113,0
30,39,4773,1491,719,869,1763,0
36,94,3313,111,339,2732,261,0
43,53,4244,185,1042,2576,537,0
73,79,3438,320,545,1765,960,0
32,61,2921,95,365,2360,194,0
66,69,6679,366,1028,4024,1396,0
16,27,341,33,65,201,85,0
0,0,4,0,1,2,1,0
1,2,32,3,6,18,8,0
1,3,39,4,7,22,10,0
6,9,112,11,21,66,29,0
7,11,162,15,31,94,40,0
8,14,184,18,35,108,45,0
8,13,169,16,32,99,43,0
3,5,70,7,13,41,17,0
47,113,4434,190,659,2833,912,0
24,32,2324,68,477,1499,336,0
41,70,7708,665,1328,4096,1730,0
30,46,5415,367,637,4099,388,0
12,77,3819,225,302,3257,124,0
49,76,8540,2322,1071,2970,2302,0
11,29,1633,114,144,1349,66,0
28,22,2266,197,394,1213,512,0
13,17,2399,331,569,1203,326,0
14,42,1434,205,95,785,405,0
32,54,3455,239,608,2178,516,0
79,147,2601,142,259,1368,1058,0
0,0,0,0,0,0,0,0
24,56,2485,738,487,1081,259,0
19,48,2076,76,496,1240,331,0
32,94,2337,422,190,1592,259,0
20,42,1724,266,302,619,599,0
15,43,944,241,40,304,417,0
7,22,1418,55,190,925,277,0
75,95,3110,346,192,1108,1634,0
18,35,1854,366,277,959,305,0
30,105,3305,135,320,1840,1145,0
20,22,708,20,110,300,320,0
48,134,3078,1002,376,763,1119,0
39,83,2815,751,219,1119,848,0
9,22,1219,210,155,680,205,0
78,183,4348,677,296,1604,2032,0
7,10,155,46,21,59,46,0
6,12,366,14,26,219,125,0
16,27,875,65,15,390,448,0
49,85,5666,872,997,3051,880,0
16,56,1823,45,285,1055,510,0
25,42,3176,573,617,922,1131,0
41,82,3213,69,211,699,2357,0
10,28,1401,52,460,727,200,0
13,75,1824,10,65,1180,657,0
32,72,2762,166,214,1541,945,0
12,35,1445,54,227,1070,141,0
39,69,2767,770,355,985,765,0
34,86,2834,38,253,1717,946,0
8,14,1133,45,180,775,155,0
54,93,6513,1081,1130,2129,2320,0
49,88,5198,810,365,1405,2755,0
43,51,3337,865,724,1142,700,0
33,92,2891,796,293,1009,918,0
110,175,3744,342,303,1466,1918,0
22,52,1568,69,227,956,390,0
203,301,6053,334,573,2119,3531,0
29,82,3278,63,367,2002,957,0
73,95,1631,499,285,634,381,0
24,56,3428,433,923,668,1484,0
77,127,1197,64,63,273,1001,0
3,3,1444,149,135,1137,29,0
0,0,517,11,26,477,3,0
3,3,593,38,43,510,8,0
4,4,1143,133,124,864,30,0
2,3,752,9,7,729,12,0
0,0,963,0,29,929,5,0
7,7,1164,0,120,1038,20,0
2,3,912,0,21,886,10,0
8,11,2938,436,185,2273,63,0
22,7,1677,504,75,1045,82,0
0,1,200,22,20,159,0,0
1,3,422,2,18,403,3,0
16,15,3849,484,493,2893,10,0
2,0,506,39,30,437,2,0
2,1,1007,234,59,715,2,0
7,3,566,145,21,380,30,0
0,3,543,86,73,382,5,0
1,2,354,27,29,301,0,0
14,17,680,175,40,494,2,0
2,0,213,53,12,150,0,0
0,4,373,66,47,261,3,0
5,1,524,120,40,368,2,0
2,1,277,28,18,233,1,0
57,36,1525,54,1380,183,1,0
37,12,1351,0,1234,165,1,0
38,17,1030,0,966,106,13,0
44,27,1954,45,1219,743,18,0
0,0,30,1,17,12,0,0
7,17,417,1,300,140,0,0
10,5,456,0,325,146,0,0
33,13,1684,0,1486,208,36,0
194,36,945,0,1050,125,0,0
96,59,2500,380,1444,756,75,0
5,2,1977,28,658,1265,33,0
2,2,2822,21,917,1857,31,0
5,2,2029,107,850,1065,14,0
0,0,222,3,39,176,4,0
0,0,341,0,141,198,2,0
6,0,672,30,448,200,0,0
0,0,844,37,396,410,1,0
4,1,1229,41,402,789,2,0
7,14,964,5,0,980,0,0
2,4,784,5,85,700,0,0
0,0,1364,141,395,750,78,0
15,28,3254,659,973,1499,166,0
9,11,2651,251,382,1894,144,0
16,21,2952,539,814,1583,53,0
22,28,4739,681,1226,2841,41,0
14,31,2681,273,717,1736,0,0
10,23,4070,228,556,2994,325,0
21,44,4946,113,588,4058,252,0
17,32,6018,132,1347,4347,241,0
4,14,2897,95,487,2195,138,0
14,25,3234,88,383,2636,166,0
13,49,6772,475,828,5135,396,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,24,2830,536,554,1759,9,0
0,3,1007,234,180,555,41,0
3,4,1030,137,344,511,45,0
2,16,3642,341,454,2786,79,0
3,10,1500,221,299,889,104,0
35,56,2951,330,845,1784,83,0
11,19,1766,276,361,1004,155,0
27,26,5224,309,863,3730,375,0
9,13,1632,3,126,1486,39,0
