ValdezD_18R_Governor,WhiteD_18R_Governor,X18R_Governor_abstain,BCVAP_2018,HCVAP_2018,WCVAP_2018,OCVAP_2018,X18R_Governor_CVAP
29,23,4519,209,708,3485,169,0
10,14,3407,208,774,2170,279,0
7,4,2714,200,1462,960,103,0
9,0,2872,196,816,752,1117,0
12,3,3078,181,2001,879,32,0
15,5,4410,152,2461,1740,77,0
10,3,2284,35,1355,887,20,0
10,8,1792,0,81,1531,198,0
0,0,259,0,21,235,3,0
10,12,4388,0,544,3785,81,0
27,15,3948,48,325,3420,197,0
14,10,3178,166,624,2319,93,0
4,7,2978,55,573,2301,60,0
4,3,7359,2065,1659,3430,212,0
11,3,2352,268,1345,572,181,0
30,28,5699,1710,1726,2031,290,0
14,16,1733,777,374,605,7,0
6,8,2384,443,1081,811,63,0
2,2,1018,205,354,439,24,0
4,0,1284,62,822,353,51,0
58,21,159,0,112,116,10,0
72,17,417,0,424,82,0,0
9,0,36,0,36,9,0,0
142,36,506,0,582,102,0,0
182,30,463,0,554,121,0,0
5,5,24,0,9,23,2,0
293,143,561,0,593,383,21,0
3,1,1319,33,43,1230,17,0
2,5,929,31,50,834,21,0
8,4,1510,18,60,1442,2,0
6,1,690,35,36,616,10,0
6,6,748,13,58,688,1,0
11,4,1297,67,74,1149,22,0
4,8,1291,57,53,1163,30,0
2,2,1074,56,56,933,33,0
12,7,5634,4,961,4529,159,0
13,11,6178,350,2276,3151,425,0
15,19,4906,177,1787,2926,50,0
15,8,3767,43,1019,2620,108,0
0,4,2762,143,592,1978,53,0
7,11,5027,53,605,4247,140,0
5,14,2494,45,335,2105,28,0
10,17,4158,105,525,3516,39,0
12,11,5541,260,592,4610,102,0
16,28,4764,145,620,3924,119,0
3,7,3311,11,356,2884,70,0
8,10,3045,10,245,2759,49,0
18,8,4604,117,737,3650,126,0
9,8,4108,1,326,3732,66,0
1,2,4247,60,618,3538,34,0
19,13,5823,32,948,4790,85,0
4,8,2950,6,317,2449,190,0
7,9,4702,70,935,3605,108,0
12,23,5585,145,784,4570,121,0
13,17,5205,465,980,3520,270,0
1,6,2736,0,362,2322,59,0
14,18,4792,100,755,3815,154,0
0,0,504,20,327,156,1,0
0,2,557,3,300,255,1,0
0,0,521,1,305,213,2,0
0,0,89,0,36,53,0,0
0,0,515,4,297,212,2,0
0,0,604,2,54,546,2,0
3,2,621,2,52,570,2,0
0,1,801,0,167,635,0,0
1,1,222,0,34,190,0,0
0,0,288,0,34,254,0,0
0,0,85,0,10,75,0,0
0,0,152,37,25,90,0,0
5,5,866,222,86,566,2,0
4,4,1491,657,43,773,26,0
6,5,1046,334,42,658,23,0
6,4,1233,8,42,1169,24,0
1,1,304,2,16,283,5,0
0,0,277,0,19,255,3,0
2,2,235,0,18,218,3,0
1,0,190,27,35,129,0,0
1,1,978,109,21,802,48,0
2,1,242,3,2,237,3,0
4,4,175,15,2,163,3,0
0,0,170,14,1,151,4,0
2,2,441,71,25,344,5,0
0,0,215,34,12,167,2,0
0,0,180,29,10,139,2,0
0,0,175,18,2,154,1,0
2,2,445,38,22,370,19,0
0,0,329,34,16,267,12,0
0,0,149,0,6,131,12,0
1,1,166,0,7,148,13,0
2,2,149,0,11,139,3,0
7,1,517,8,448,69,0,0
19,1,968,7,738,241,2,0
31,12,789,29,467,332,4,0
3,1,1341,115,673,545,12,0
7,0,521,3,305,204,16,0
2,0,284,1,165,111,9,0
23,7,912,4,671,252,15,0
13,1,791,5,608,191,1,0
31,9,1156,14,812,366,4,0
27,4,631,21,565,76,0,0
33,21,994,56,690,297,5,0
3,1,632,97,325,203,11,0
16,10,872,34,352,487,25,0
18,7,733,44,388,313,13,0
2,0,706,84,295,321,8,0
3,0,685,26,374,283,5,0
2,2,178,8,44,121,9,0
2,2,271,12,67,183,13,0
13,9,690,31,436,231,14,0
13,0,438,3,188,254,6,0
3,0,166,1,70,95,3,0
0,0,143,0,9,127,7,0
0,1,144,0,9,128,8,0
0,0,148,0,10,131,7,0
0,1,101,0,7,90,5,0
0,1,76,0,5,68,4,0
37,47,1246,437,175,673,45,0
8,16,1379,322,371,698,12,0
1,1,498,42,12,446,0,0
1,4,415,0,84,336,0,0
9,20,1490,308,34,1148,29,0
1,7,1776,275,137,1350,22,0
0,2,146,6,18,124,0,0
2,3,182,0,37,150,0,0
7,4,1255,66,155,1045,0,0
0,0,162,3,0,158,1,0
0,1,239,5,9,213,13,0
0,0,90,1,13,75,1,0
2,1,884,21,6,804,56,0
11,32,1286,761,268,295,5,0
11,6,809,117,368,341,0,0
40,35,4645,20,450,4045,205,0
37,42,4124,25,390,3720,68,0
10,2,1514,165,134,1204,23,0
11,10,3139,146,375,2551,88,0
19,14,4186,522,444,3103,150,0
24,17,4330,107,412,3715,137,0
16,13,3368,92,586,2584,135,0
44,35,4379,164,606,3500,188,0
13,10,2206,216,155,1703,155,0
20,19,4998,36,232,4400,369,0
8,9,1684,200,555,835,111,0
21,3,3411,945,390,1970,130,0
4,7,2253,11,155,2028,70,0
28,15,4961,119,363,4356,166,0
30,25,6227,188,1213,4616,265,0
3,4,2714,545,286,1810,80,0
13,9,4972,332,905,3581,176,0
7,4,1841,62,596,1151,43,0
0,0,168,6,29,130,3,0
4,1,1812,32,657,1103,25,0
1,1,530,8,190,331,3,0
0,0,50,0,11,39,0,0
0,0,187,0,40,147,0,0
0,0,154,0,33,121,0,0
5,3,925,25,147,750,11,0
4,2,678,31,171,472,10,0
1,2,880,0,298,581,4,0
1,2,362,0,58,306,1,0
1,2,2747,799,322,1589,40,0
7,10,3353,431,215,2660,64,0
6,13,3620,474,272,2861,32,0
3,9,1600,274,68,1219,51,0
3,1,3210,696,596,1886,36,0
3,2,983,223,30,716,19,0
3,10,2530,383,34,2078,48,0
13,39,2119,278,17,1854,22,0
8,15,2201,354,177,1668,25,0
7,4,1129,526,123,476,15,0
14,6,2456,657,392,1342,85,0
2,2,1039,217,24,786,16,0
0,0,166,8,34,114,10,0
4,4,884,34,28,823,7,0
0,1,529,21,31,476,2,0
5,1,798,329,3,470,2,0
1,6,1080,166,37,863,21,0
1,3,410,172,12,228,2,0
5,2,1588,229,160,1170,36,0
5,4,1000,88,60,835,26,0
2,3,1145,199,227,669,55,0
5,7,1646,320,257,998,83,0
9,2,2275,532,157,1579,18,0
5,8,2269,176,156,1921,29,0
1,5,1395,42,18,1308,33,0
1,4,604,92,3,507,7,0
0,0,303,53,1,245,4,0
1,5,1438,34,26,1376,8,0
4,5,1860,199,23,1638,9,0
2,0,156,21,3,121,13,0
0,3,372,3,3,364,5,0
13,17,1313,414,27,832,70,0
2,3,304,112,13,182,2,0
2,2,402,122,27,255,2,0
1,5,406,148,33,229,2,0
0,3,424,64,8,355,0,0
0,0,349,40,8,301,0,0
1,1,360,31,7,320,4,0
0,0,958,7,10,903,38,0
3,10,966,20,15,940,4,0
2,3,492,41,6,433,17,0
4,6,391,385,0,15,1,0
5,14,3040,380,265,2354,60,0
5,17,5230,482,472,4221,77,0
2,10,1521,398,82,1017,36,0
0,3,700,46,33,619,5,0
2,2,3070,517,221,2304,32,0
2,10,2282,241,175,1841,37,0
11,25,1797,121,58,1652,2,0
4,12,1034,54,27,969,0,0
0,5,592,22,0,575,0,0
0,3,700,0,32,671,0,0
1,5,683,99,24,562,4,0
14,1,391,0,243,158,5,0
29,9,2676,10,1981,708,15,0
0,0,400,0,120,280,0,0
12,11,1598,9,988,612,12,0
11,6,2174,6,1932,253,0,0
15,15,1998,66,1048,882,32,0
6,0,263,0,165,100,4,0
36,38,4691,55,1681,2838,191,0
11,36,3695,178,1515,1880,169,0
25,10,2159,43,1522,610,19,0
0,0,37,0,24,13,0,0
35,8,1224,5,1166,88,8,0
18,2,1388,4,1261,134,9,0
12,15,2192,34,779,1366,40,0
21,23,5211,88,1867,3216,84,0
32,28,2994,37,721,2225,71,0
3,6,816,0,441,384,0,0
34,5,2383,23,2008,391,0,0
13,9,1314,0,412,920,4,0
4,10,830,4,99,676,65,0
34,14,2482,53,1145,1327,5,0
14,6,925,0,389,556,0,0
1,0,130,0,96,34,1,0
37,17,3651,96,2657,935,17,0
0,0,42,1,19,22,0,0
0,1,937,3,185,731,19,0
0,0,706,0,106,591,9,0
0,0,448,8,74,356,10,0
1,2,491,32,91,343,28,0
0,0,297,7,48,238,4,0
1,1,1205,72,226,853,56,0
0,0,160,11,30,108,11,0
4,9,548,3,241,316,1,0
4,3,541,2,320,226,0,0
4,0,347,1,138,212,0,0
1,3,549,2,202,346,3,0
0,0,107,0,36,71,0,0
1,1,288,1,97,191,1,0
5,2,2353,29,593,1723,15,0
1,2,1342,0,246,1099,0,0
0,0,470,15,146,305,4,0
4,4,1345,90,290,965,8,0
0,0,135,19,29,83,4,0
8,8,1913,113,764,1029,23,0
0,0,571,0,177,382,12,0
1,1,1314,187,299,745,85,0
1,1,2508,234,1423,808,45,0
0,1,610,2,64,538,7,0
0,1,566,0,49,503,15,0
0,0,407,0,32,368,7,0
0,0,300,1,34,263,2,0
0,0,51,0,4,46,1,0
0,0,328,0,26,296,6,0
0,2,216,0,11,193,14,0
0,0,3,0,0,3,0,0
1,3,1158,27,58,1074,3,0
1,2,327,34,12,284,0,0
1,1,1271,303,1,969,0,0
4,5,1970,180,110,1655,34,0
1,1,546,133,0,414,1,0
3,3,618,154,3,467,0,0
2,3,1525,428,102,999,1,0
3,5,1503,215,171,1125,0,0
5,6,2012,478,140,1404,1,0
2,2,505,0,87,422,0,0
0,0,1265,238,153,866,8,0
1,1,1058,315,29,716,0,0
7,8,1500,712,109,694,0,0
3,4,1467,118,30,1311,15,0
0,0,124,0,10,112,2,0
0,0,364,3,140,221,0,0
0,0,327,3,132,192,0,0
0,0,158,0,13,144,1,0
0,0,183,1,51,130,1,0
2,2,365,0,30,335,4,0
0,1,508,3,139,365,2,0
4,12,687,179,352,172,0,0
4,3,904,294,499,116,2,0
9,16,2824,167,514,2117,51,0
3,5,2643,429,1085,1134,3,0
8,5,4272,275,267,3621,122,0
2,2,1097,180,148,773,0,0
1,8,1663,293,208,1154,17,0
6,9,1699,126,1,1587,0,0
2,1,466,191,97,179,2,0
16,30,4549,1582,365,2540,108,0
11,19,3305,1900,758,617,60,0
12,16,1862,858,690,333,9,0
30,34,1824,1656,116,99,17,0
6,4,1808,575,399,839,5,0
12,10,4397,126,94,4092,107,0
21,19,2185,1168,718,324,15,0
1,0,946,46,30,780,91,0
10,22,1518,1188,268,79,15,0
11,9,5662,376,186,5053,67,0
1,0,1019,306,334,364,16,0
7,4,1564,71,113,1381,10,0
0,0,1423,479,286,624,34,0
11,12,2505,255,245,2007,21,0
17,9,2310,162,122,2017,35,0
8,5,3127,462,158,2402,118,0
12,3,2337,219,175,1848,110,0
2,6,3770,179,199,3388,12,0
0,1,2115,509,194,1397,16,0
4,11,5248,92,395,4563,213,0
11,10,3619,201,195,3217,27,0
9,8,2981,361,197,2421,19,0
10,14,1030,439,212,393,10,0
21,32,2809,1122,338,1284,118,0
15,24,4057,2026,785,1243,42,0
2,1,1435,53,117,1242,26,0
11,9,3757,760,165,2697,155,0
0,5,353,76,16,237,29,0
16,10,4243,279,175,3730,85,0
7,4,3587,480,137,2910,71,0
12,12,3885,390,177,3286,56,0
2,5,812,76,116,618,9,0
13,22,4178,873,311,2909,120,0
6,1,1189,19,14,1107,56,0
6,10,1082,187,178,692,41,0
1,0,475,79,25,372,0,0
3,1,1129,316,468,338,11,0
1,2,331,66,87,181,0,0
11,15,2517,205,140,2110,88,0
12,0,1674,284,81,1304,17,0
14,20,3590,145,287,3062,130,0
19,11,6290,1266,615,4099,340,0
10,12,4016,479,202,3097,260,0
12,7,3764,813,135,2537,298,0
14,10,3404,573,93,2524,238,0
1,0,1520,203,717,595,6,0
10,14,2770,634,321,1801,38,0
0,1,214,46,38,126,5,0
0,1,171,19,11,119,23,0
3,2,128,26,35,72,0,0
3,4,1082,315,380,386,8,0
3,3,654,62,51,540,7,0
7,8,3421,209,127,3006,94,0
0,0,745,297,90,323,35,0
2,5,735,315,94,313,20,0
0,2,31,8,1,24,0,0
12,8,3314,18,102,3148,66,0
1,4,1582,412,711,447,17,0
1,1,483,152,45,259,29,0
0,0,146,53,20,68,5,0
8,6,3841,511,135,3139,70,0
1,0,24,0,0,25,0,0
0,0,275,69,45,159,2,0
0,0,80,9,42,28,1,0
4,7,1499,10,185,1315,0,0
11,11,1621,0,125,1480,38,0
7,3,1676,30,416,1237,3,0
5,4,1746,0,259,1439,57,0
292,51,2831,5,3089,72,8,0
434,64,4194,10,4631,50,1,0
186,35,1140,0,1359,2,0,0
49,8,617,0,665,9,0,0
8,0,130,0,136,2,0,0
719,116,5613,0,6446,2,0,0
71,10,555,0,636,0,0,0
330,65,1941,0,2324,9,3,0
384,61,3140,0,3536,23,26,0
640,125,6244,10,6863,132,4,0
3,0,1402,44,374,972,15,0
4,7,1581,39,413,1135,5,0
0,0,62,1,7,54,0,0
0,0,132,0,0,132,0,0
0,0,0,0,0,0,0,0
2,3,1013,12,185,809,12,0
0,0,754,99,93,533,29,0
0,0,845,2,64,767,12,0
0,1,1081,7,97,976,2,0
0,3,121,0,0,124,0,0
0,0,153,1,57,91,4,0
0,0,47,0,17,28,2,0
0,0,143,1,54,85,3,0
0,0,15,0,6,9,0,0
0,0,23,0,9,14,0,0
0,0,7,0,3,4,0,0
0,0,191,1,72,114,4,0
0,0,193,1,72,115,5,0
0,8,236,8,33,202,1,0
0,5,246,12,38,200,1,0
1,4,260,17,44,203,1,0
0,4,310,13,45,255,1,0
3,3,504,0,409,100,1,0
3,4,689,3,341,351,1,0
5,6,798,2,276,528,3,0
1,1,611,3,409,201,0,0
3,5,1096,72,343,570,119,0
3,13,1010,32,363,586,45,0
3,14,880,41,216,591,49,0
1,0,611,77,255,239,41,0
0,0,501,11,273,213,4,0
0,3,485,4,37,430,17,0
0,0,34,1,5,26,2,0
0,0,430,8,213,205,4,0
21,28,1793,359,238,1156,89,0
53,38,2268,418,454,1434,53,0
19,6,753,567,162,34,15,0
2,1,264,99,86,82,0,0
14,14,1269,41,151,1087,18,0
2,1,717,275,270,145,30,0
9,3,1286,385,716,173,24,0
67,35,2478,700,365,1380,135,0
89,32,2135,1221,696,336,3,0
11,4,960,20,395,560,0,0
13,7,1458,64,564,844,6,0
10,3,928,171,430,310,30,0
43,33,3158,47,309,2677,201,0
21,26,1205,185,237,830,0,0
72,40,6127,1389,887,3771,192,0
27,21,3438,349,571,2391,175,0
33,9,2340,805,533,1029,15,0
14,12,3149,335,150,2690,0,0
5,0,1312,695,155,405,62,0
9,3,582,332,141,97,24,0
5,2,526,63,167,291,12,0
0,0,24,3,11,8,2,0
0,0,0,0,0,0,0,0
13,12,1282,277,517,482,31,0
27,16,4306,1425,650,2050,224,0
16,5,1199,466,545,175,34,0
16,9,1231,268,606,361,21,0
43,33,1024,4,60,1020,16,0
23,7,886,500,311,94,11,0
20,10,1094,830,275,19,0,0
27,5,1533,1122,426,8,9,0
2,2,3488,293,405,2657,137,0
11,5,635,0,356,288,7,0
10,3,1230,568,414,235,26,0
0,0,0,0,0,0,0,0
11,6,1296,134,683,428,68,0
15,7,1343,258,888,174,45,0
47,16,1523,1257,284,42,3,0
20,19,1666,1055,340,205,105,0
22,24,1906,163,571,1071,147,0
14,27,682,0,41,665,17,0
23,14,1819,1109,531,138,78,0
11,4,1098,444,197,472,0,0
18,16,1677,292,314,1047,58,0
99,61,3004,2280,545,205,134,0
46,53,1695,206,69,1420,99,0
49,37,1900,1632,209,85,60,0
36,35,1907,42,253,1624,59,0
8,2,1408,0,777,598,43,0
21,9,2272,151,377,1728,46,0
56,39,2130,120,290,1711,104,0
84,50,5001,1686,1018,2174,257,0
75,49,1968,1513,245,277,57,0
62,35,1592,727,258,635,69,0
69,35,1346,1120,225,90,15,0
28,12,1933,1134,635,194,10,0
37,34,2252,147,843,1308,25,0
29,19,1620,156,264,1194,54,0
67,37,2640,1136,287,1119,202,0
59,43,2721,1557,586,602,78,0
32,18,1882,890,677,365,0,0
19,7,1303,490,120,583,136,0
60,23,1451,1115,335,59,25,0
9,5,2368,854,426,1007,95,0
12,2,224,2,153,82,1,0
41,28,1756,160,450,1145,70,0
114,71,3382,1377,687,1387,116,0
11,11,1984,403,226,1118,259,0
4,10,1159,243,280,631,19,0
15,10,618,0,121,520,2,0
22,11,652,605,50,30,0,0
49,36,1982,205,530,1255,77,0
43,31,4368,711,661,2412,658,0
2,1,674,47,370,258,2,0
1,4,357,67,12,241,42,0
49,30,3106,63,390,2656,76,0
51,31,3229,592,627,1976,116,0
55,46,4276,136,305,3832,104,0
47,18,2366,1877,180,294,80,0
78,38,6177,2612,826,2440,415,0
25,10,745,100,130,510,40,0
3,8,953,26,766,172,0,0
86,53,3512,1409,615,1578,49,0
2,0,514,213,90,213,0,0
2,3,134,65,16,56,2,0
64,33,4523,2546,732,1012,330,0
66,47,3871,1736,658,1346,244,0
26,17,1891,691,534,627,82,0
55,25,1771,48,418,1350,35,0
50,28,2041,609,512,910,88,0
11,10,793,172,225,416,1,0
23,12,3296,267,396,2522,146,0
31,7,3014,130,1692,1183,47,0
50,19,1681,250,165,1240,95,0
0,0,0,0,0,0,0,0
40,25,2952,1693,221,985,118,0
68,33,2188,1165,276,770,78,0
87,58,1803,1429,455,46,18,0
22,14,2422,1043,823,558,34,0
33,11,1584,784,569,274,1,0
43,30,3989,403,544,2991,124,0
16,3,992,379,253,360,19,0
30,41,3058,214,329,2432,154,0
63,38,3148,2663,180,361,45,0
44,49,4166,143,423,3535,158,0
43,27,2645,1035,660,905,115,0
48,35,1422,972,283,208,42,0
56,26,2287,1505,290,500,74,0
19,32,2185,0,95,2066,75,0
37,28,3098,497,218,2380,68,0
0,2,564,60,75,403,28,0
18,7,1477,1150,285,30,37,0
71,33,4471,1460,235,2500,380,0
6,2,857,9,162,691,3,0
0,0,0,0,0,0,0,0
10,5,944,45,235,655,24,0
0,0,0,0,0,0,0,0
0,0,1650,321,213,1035,81,0
73,46,5065,1030,865,3040,249,0
48,38,4310,1801,1092,1343,160,0
27,22,1855,505,270,981,148,0
16,7,3435,1752,312,1170,224,0
31,5,4620,1259,911,1940,546,0
0,0,0,0,0,0,0,0
0,0,17,5,3,8,1,0
0,0,72,31,5,36,0,0
9,1,390,72,115,184,29,0
0,0,0,0,0,0,0,0
1,0,41,18,3,21,0,0
20,5,2511,975,799,583,179,0
2,3,104,0,49,56,4,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1
17,29,1965,6,31,1813,161,0
0,0,28,14,3,8,3,0
0,0,18,12,4,2,0,0
0,0,14,3,0,10,1,0
14,11,2455,85,352,1914,129,0
0,0,0,0,0,0,0,0
14,2,1154,409,274,485,2,0
17,12,722,332,99,248,72,0
0,2,82,39,9,34,2,0
26,24,2271,1122,447,632,120,0
9,4,1321,394,137,642,161,0
3,1,38,28,2,7,5,0
2,0,51,7,15,31,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
47,17,2161,625,815,720,65,0
40,22,4274,2795,520,732,289,0
16,8,3230,1545,585,920,204,0
0,0,0,0,0,0,0,0
3,0,166,0,92,75,2,0
1,0,191,61,72,48,11,0
16,3,1610,584,956,79,10,0
3,0,342,184,112,49,0,0
1,0,836,20,551,265,1,0
6,1,981,279,538,140,31,0
37,21,2457,1395,265,755,100,0
8,1,916,450,160,226,89,0
0,0,4,1,0,3,0,0
5,2,685,242,162,287,1,0
13,16,2452,99,348,1981,53,0
0,0,0,0,0,0,0,0
0,0,71,46,14,9,2,0
12,3,1495,1050,100,315,45,0
0,0,0,0,0,0,0,0
1,0,5,2,2,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,51,19,17,16,0,0
0,0,10,3,6,1,0,0
3,4,232,100,83,55,1,0
0,0,0,0,0,0,0,0
2,2,339,191,49,83,20,0
14,8,1455,726,404,291,56,0
10,13,1901,706,479,683,56,0
0,0,9,1,1,5,2,0
4,1,0,1,0,1,1,2
0,0,0,0,0,0,0,0
15,3,747,203,468,94,0,0
17,14,4274,1317,1017,1626,345,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
38,21,900,35,181,701,42,0
0,0,0,0,0,0,0,0
0,0,43,5,19,14,5,0
3,0,39,8,13,18,3,0
0,0,52,33,15,4,0,0
0,1,87,30,17,41,0,0
1,0,29,5,1,20,4,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,1,318,27,40,239,15,0
0,0,0,0,0,0,0,0
3,3,361,104,53,166,44,0
0,0,45,0,9,35,1,0
72,26,3568,1790,839,779,258,0
59,45,3169,1527,417,1075,254,0
29,19,2737,1085,645,870,185,0
0,0,0,0,0,0,0,0
2,1,31,9,21,4,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,5,443,146,108,194,3,0
1,0,9,7,0,2,1,0
0,0,48,6,15,26,1,0
0,0,0,0,0,0,0,0
11,7,471,10,153,323,3,0
11,5,1812,214,324,1048,242,0
15,6,2557,270,339,1842,127,0
0,0,3,0,1,1,1,0
31,26,988,0,80,930,35,0
40,35,2329,200,125,1915,164,0
44,33,2103,123,305,1713,39,0
8,10,1359,170,429,494,284,0
22,12,951,140,0,745,100,0
85,47,4351,331,721,3082,349,0
42,24,3903,1885,530,1250,304,0
116,64,5025,2208,752,1573,672,0
23,15,3562,338,1067,2107,88,0
35,24,3253,547,671,1584,510,0
47,39,1662,145,117,1402,84,0
0,0,11,4,1,5,1,0
11,3,794,78,352,370,8,0
34,32,2016,39,121,1827,95,0
2,3,1770,735,215,300,525,0
7,2,1101,79,429,568,34,0
21,14,2672,540,1365,742,60,0
31,20,1343,98,153,1094,49,0
42,24,4669,1225,1509,1731,270,0
43,24,2127,344,264,1507,79,0
35,13,2731,536,496,1551,196,0
33,28,3421,531,646,1927,378,0
11,7,2117,560,900,520,155,0
71,52,3419,420,194,2764,164,0
8,13,1043,33,0,948,83,0
62,34,2872,357,361,2100,150,0
27,8,2806,1241,1162,362,76,0
78,57,3065,400,350,2400,50,0
3,1,281,75,97,87,26,0
65,51,2434,220,278,2017,35,0
11,7,1003,45,460,493,23,0
65,45,4236,1180,612,2319,235,0
54,36,2357,257,184,1648,358,0
50,41,2386,189,200,1805,283,0
107,74,4704,1155,375,2630,725,0
19,15,1761,101,132,1457,105,0
27,25,2899,1037,345,1407,162,0
10,4,3269,734,1448,828,273,0
21,8,2687,635,806,904,371,0
64,50,2105,42,213,1720,244,0
34,31,2342,301,263,1755,88,0
37,19,4237,647,1915,1283,448,0
34,20,1056,40,85,970,15,0
3,7,720,67,14,649,0,0
3,10,1014,59,133,806,29,0
14,11,2645,275,965,1000,430,0
53,42,3305,304,268,2636,192,0
23,12,3278,704,989,1187,433,0
28,12,1740,485,320,655,320,0
8,2,585,136,281,108,70,0
0,0,5,2,2,1,0,0
21,6,796,165,210,433,15,0
30,28,1679,133,160,1325,119,0
16,27,1686,345,125,1145,114,0
36,9,1733,581,265,382,550,0
19,9,2847,1680,630,440,125,0
57,39,2358,343,255,1739,117,0
23,33,2152,336,172,1570,130,0
23,20,2003,250,239,1252,305,0
30,27,2073,145,70,1800,115,0
103,83,4140,524,440,2967,395,0
24,13,3533,370,590,2400,210,0
8,7,2448,73,1507,842,41,0
22,23,2466,503,255,1705,48,0
20,38,2257,220,195,1900,0,0
44,55,3481,86,764,2506,224,0
13,12,2915,774,456,1316,394,0
35,23,2568,768,213,1555,90,0
22,14,1169,68,52,1020,65,0
21,19,2110,263,204,1616,67,0
53,30,2700,222,209,2226,126,0
16,14,2950,890,675,730,685,0
6,1,493,169,109,158,64,0
49,18,1491,482,286,351,439,0
16,9,1842,492,581,660,134,0
53,27,3071,846,882,964,459,0
17,2,1677,242,211,1243,0,0
58,33,3944,771,778,2029,457,0
40,33,3067,520,270,2170,180,0
32,16,2542,611,209,1685,85,0
34,29,3386,496,292,2438,223,0
39,22,4049,1759,673,995,683,0
6,2,1093,589,226,225,61,0
47,24,2821,745,727,1060,360,0
7,4,265,27,45,128,76,0
5,5,541,68,36,414,33,0
0,0,42,19,16,7,0,0
0,0,78,16,24,35,3,0
91,35,5129,2120,685,1635,815,0
7,2,880,399,361,129,0,0
9,3,981,361,284,150,198,0
0,0,0,0,0,0,0,0
50,37,4193,1170,586,2352,172,0
21,25,2471,219,224,1962,112,0
3,3,838,154,475,190,25,0
40,19,2275,294,318,1581,141,0
38,24,3468,1380,705,1110,335,0
25,14,0,1,0,1,0,37
70,28,3390,948,729,1180,631,0
44,19,2353,621,626,761,408,0
26,17,4181,1551,749,865,1059,0
2,0,314,20,51,243,2,0
37,18,1007,409,251,324,78,0
20,13,2877,1010,900,825,175,0
36,18,2163,776,486,874,81,0
8,2,471,26,3,410,42,0
23,14,1070,145,305,617,40,0
39,28,3183,975,580,1550,145,0
38,36,2703,211,244,1859,463,0
0,0,676,33,175,460,8,0
41,29,4490,1760,975,905,920,0
37,22,2979,1203,516,833,486,0
28,13,1759,120,160,1340,180,0
84,70,5171,352,908,3952,113,0
0,0,0,0,0,0,0,0
28,14,1571,466,280,702,165,0
31,21,1704,197,382,1057,120,0
21,15,1593,305,155,1005,164,0
50,50,4078,783,474,2818,103,0
30,14,1804,544,372,690,242,0
15,20,2297,61,105,2120,46,0
68,34,3148,1665,455,610,520,0
41,14,1695,170,115,1300,165,0
51,31,1991,545,285,1055,188,0
19,14,2396,1155,490,740,44,0
53,18,2586,900,579,842,336,0
0,0,190,85,72,33,0,0
8,11,1629,66,176,1278,128,0
33,10,1835,428,529,720,201,0
25,40,1837,230,199,1340,133,0
35,9,1434,375,330,511,262,0
0,0,0,0,0,0,0,0
0,1,134,20,115,0,0,0
0,0,0,0,0,0,0,0
20,22,3100,1044,684,1236,178,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,20,1,2,19,2,0
1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
26,16,1472,497,460,405,152,0
1,1,72,19,16,33,6,0
0,0,106,31,15,54,6,0
1,0,5,2,1,2,1,0
82,46,5134,1837,1260,1296,869,0
17,16,3622,495,585,2455,120,0
129,45,4902,1636,1017,2112,311,0
50,20,2105,805,440,780,150,0
29,13,2265,224,296,1695,92,0
11,5,1708,504,374,777,69,0
1,0,137,28,46,60,4,0
0,0,40,11,7,19,3,0
5,4,547,283,139,54,80,0
0,0,30,6,15,9,0,0
3,1,204,8,100,100,0,0
0,1,175,50,31,86,9,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
35,36,3265,1268,386,1504,178,0
60,44,3615,1014,723,1369,613,0
14,17,1655,27,234,1362,63,0
32,24,3933,195,317,3089,388,0
18,17,2825,85,710,1570,495,0
37,19,2705,47,280,2266,168,0
36,23,4039,390,951,2474,283,0
18,6,3768,80,180,2676,856,0
25,19,4030,229,433,3168,244,0
12,9,3010,328,458,2045,200,0
14,8,3118,261,266,2318,295,0
30,18,3009,89,302,2545,121,0
31,16,3722,25,244,3290,210,0
30,16,4304,375,310,3480,185,0
14,22,2500,0,116,2265,155,0
26,7,3067,45,390,2531,134,0
12,17,2061,72,204,1667,147,0
13,6,1912,297,362,1207,65,0
9,8,2143,84,287,1719,70,0
0,1,55,5,7,41,3,0
16,13,1657,1,160,1497,28,0
31,9,3024,436,356,2158,114,0
19,10,3120,265,570,1645,669,0
21,16,2361,65,418,1812,103,0
25,18,3237,612,539,1913,216,0
36,29,3092,491,369,2191,106,0
44,36,3718,302,640,2745,111,0
13,17,2570,90,180,1997,333,0
42,20,4235,477,559,2729,532,0
0,0,0,0,0,0,0,0
15,7,1872,29,336,1439,90,0
1,1,982,0,55,885,44,0
